iteration,state,state_str,cost,is_valid,size,accepted,proposed_state,proposed_state_str,proposed_cost,best_state,best_state_str,best_cost,best_size,best_is_valid,method,seed,initialization,initial_state,initial_state_str,graph_name,run_id
36,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,True,4,False,"(1, 0, 0, 0, 1, 0, 0, 1)",10001001,-3,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,4,True,classical_random,2027,random,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,graph_8,1
37,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,True,4,False,"(1, 1, 0, 1, 1, 0, 0, 1)",11011001,11,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,4,True,classical_random,2027,random,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,graph_8,1
38,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,True,4,False,"(1, 0, 0, 1, 1, 1, 0, 1)",10011101,19,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,4,True,classical_random,2027,random,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,graph_8,1
39,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,True,4,False,"(1, 0, 0, 0, 1, 0, 0, 1)",10001001,-3,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,4,True,classical_random,2027,random,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,graph_8,1
40,"(1, 0, 0, 1, 1, 0, 0, 0)",10011000,-3,True,3,True,"(1, 0, 0, 1, 1, 0, 0, 0)",10011000,-3,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,4,True,classical_random,2027,random,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,graph_8,1
41,"(1, 0, 0, 1, 1, 0, 0, 0)",10011000,-3,True,3,False,"(1, 0, 0, 1, 1, 1, 0, 0)",10011100,12,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,4,True,classical_random,2027,random,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,graph_8,1
42,"(1, 0, 0, 1, 1, 0, 0, 0)",10011000,-3,True,3,False,"(1, 1, 0, 1, 1, 0, 0, 0)",11011000,12,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,4,True,classical_random,2027,random,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,graph_8,1
43,"(1, 0, 0, 1, 1, 0, 0, 0)",10011000,-3,True,3,False,"(1, 1, 0, 1, 1, 0, 0, 0)",11011000,12,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,4,True,classical_random,2027,random,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,graph_8,1
44,"(1, 0, 0, 1, 1, 0, 0, 0)",10011000,-3,True,3,False,"(0, 0, 0, 1, 1, 0, 0, 0)",00011000,-2,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,4,True,classical_random,2027,random,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,graph_8,1
45,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,True,4,True,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,4,True,classical_random,2027,random,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,graph_8,1
46,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,True,4,False,"(1, 0, 0, 0, 1, 0, 0, 1)",10001001,-3,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,4,True,classical_random,2027,random,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,graph_8,1
47,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,True,4,False,"(1, 0, 0, 0, 1, 0, 0, 1)",10001001,-3,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,4,True,classical_random,2027,random,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,graph_8,1
48,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,True,4,False,"(1, 0, 0, 1, 0, 0, 0, 1)",10010001,-3,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,4,True,classical_random,2027,random,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,graph_8,1
49,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,True,4,False,"(1, 1, 0, 1, 1, 0, 0, 1)",11011001,11,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,4,True,classical_random,2027,random,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,graph_8,1
50,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,True,4,False,"(0, 0, 0, 1, 1, 0, 0, 1)",00011001,-3,"(1, 0, 0, 1, 1, 0, 0, 1)",10011001,-4,4,True,classical_random,2027,random,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,graph_8,1
0,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,12,False,4,True,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,12,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,12,4,False,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
1,"(1, 0, 0, 1, 0, 1, 0, 0)",10010100,5,False,3,True,"(1, 0, 0, 1, 0, 1, 0, 0)",10010100,5,"(1, 0, 0, 1, 0, 1, 0, 0)",10010100,5,3,False,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
2,"(1, 0, 0, 1, 0, 1, 1, 0)",10010110,4,False,4,True,"(1, 0, 0, 1, 0, 1, 1, 0)",10010110,4,"(1, 0, 0, 1, 0, 1, 1, 0)",10010110,4,4,False,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
3,"(1, 0, 0, 1, 0, 1, 1, 0)",10010110,4,False,4,False,"(1, 0, 1, 1, 0, 1, 1, 0)",10110110,19,"(1, 0, 0, 1, 0, 1, 1, 0)",10010110,4,4,False,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
4,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,True,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
5,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 0, 0, 1, 0)",10000010,-2,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
6,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 1, 0, 1, 1, 0)",10010110,4,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
7,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 1, 0, 0, 1, 1, 0)",10100110,4,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
8,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(0, 0, 0, 0, 0, 1, 1, 0)",00000110,-2,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
9,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 0, 1, 0, 0)",10000100,-2,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
10,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 1, 1, 1, 0)",10001110,12,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
11,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 1, 0, 1, 1, 0)",10010110,4,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
12,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 1, 0, 0, 1, 1, 0)",10100110,4,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
13,"(1, 0, 0, 0, 0, 0, 1, 0)",10000010,-2,True,2,True,"(1, 0, 0, 0, 0, 0, 1, 0)",10000010,-2,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
14,"(1, 0, 0, 0, 0, 0, 1, 0)",10000010,-2,True,2,False,"(1, 0, 0, 0, 0, 0, 1, 1)",10000011,5,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
15,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,-1,True,1,True,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,-1,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
16,"(1, 0, 0, 0, 0, 0, 0, 0)",10000000,-1,True,1,False,"(1, 0, 1, 0, 0, 0, 0, 0)",10100000,6,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
17,"(1, 0, 0, 0, 0, 1, 0, 0)",10000100,-2,True,2,True,"(1, 0, 0, 0, 0, 1, 0, 0)",10000100,-2,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
18,"(1, 0, 0, 0, 0, 1, 0, 0)",10000100,-2,True,2,False,"(0, 0, 0, 0, 0, 1, 0, 0)",00000100,-1,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
19,"(1, 0, 0, 0, 0, 1, 0, 0)",10000100,-2,True,2,False,"(1, 0, 0, 0, 1, 1, 0, 0)",10001100,5,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
20,"(1, 0, 0, 0, 0, 1, 0, 0)",10000100,-2,True,2,False,"(1, 0, 1, 0, 0, 1, 0, 0)",10100100,5,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
21,"(1, 0, 0, 0, 0, 1, 0, 0)",10000100,-2,True,2,False,"(1, 1, 0, 0, 0, 1, 0, 0)",11000100,5,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
22,"(1, 0, 0, 0, 0, 1, 0, 0)",10000100,-2,True,2,False,"(0, 0, 0, 0, 0, 1, 0, 0)",00000100,-1,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
23,"(1, 0, 0, 0, 0, 1, 0, 0)",10000100,-2,True,2,False,"(1, 0, 1, 0, 0, 1, 0, 0)",10100100,5,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
24,"(1, 0, 0, 0, 0, 1, 0, 0)",10000100,-2,True,2,False,"(1, 0, 0, 0, 0, 1, 0, 1)",10000101,5,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
25,"(0, 0, 0, 0, 0, 1, 0, 0)",00000100,-1,True,1,True,"(0, 0, 0, 0, 0, 1, 0, 0)",00000100,-1,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
26,"(0, 0, 0, 0, 0, 1, 1, 0)",00000110,-2,True,2,True,"(0, 0, 0, 0, 0, 1, 1, 0)",00000110,-2,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
27,"(0, 1, 0, 0, 0, 1, 1, 0)",01000110,-3,True,3,True,"(0, 1, 0, 0, 0, 1, 1, 0)",01000110,-3,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
28,"(0, 1, 0, 0, 0, 1, 1, 0)",01000110,-3,True,3,False,"(1, 1, 0, 0, 0, 1, 1, 0)",11000110,4,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
29,"(0, 1, 0, 0, 0, 1, 1, 0)",01000110,-3,True,3,False,"(1, 1, 0, 0, 0, 1, 1, 0)",11000110,4,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
30,"(0, 1, 0, 0, 0, 1, 1, 0)",01000110,-3,True,3,False,"(1, 1, 0, 0, 0, 1, 1, 0)",11000110,4,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
31,"(0, 1, 0, 0, 0, 1, 1, 0)",01000110,-3,True,3,False,"(0, 1, 0, 0, 0, 0, 1, 0)",01000010,-2,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
32,"(0, 1, 0, 0, 0, 0, 1, 0)",01000010,-2,True,2,True,"(0, 1, 0, 0, 0, 0, 1, 0)",01000010,-2,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
33,"(0, 1, 0, 0, 0, 0, 1, 0)",01000010,-2,True,2,False,"(0, 0, 0, 0, 0, 0, 1, 0)",00000010,-1,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
34,"(0, 1, 0, 0, 0, 1, 1, 0)",01000110,-3,True,3,True,"(0, 1, 0, 0, 0, 1, 1, 0)",01000110,-3,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
35,"(0, 1, 0, 0, 0, 1, 1, 0)",01000110,-3,True,3,False,"(0, 0, 0, 0, 0, 1, 1, 0)",00000110,-2,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
36,"(0, 1, 0, 0, 0, 1, 1, 0)",01000110,-3,True,3,False,"(0, 1, 0, 0, 0, 1, 1, 1)",01000111,12,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
37,"(0, 1, 0, 0, 0, 1, 1, 0)",01000110,-3,True,3,False,"(0, 1, 0, 1, 0, 1, 1, 0)",01010110,12,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
38,"(0, 1, 0, 0, 0, 1, 1, 0)",01000110,-3,True,3,False,"(0, 1, 0, 0, 1, 1, 1, 0)",01001110,12,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
39,"(0, 1, 0, 0, 0, 1, 1, 0)",01000110,-3,True,3,False,"(0, 1, 0, 1, 0, 1, 1, 0)",01010110,12,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
40,"(0, 1, 0, 0, 0, 1, 1, 0)",01000110,-3,True,3,False,"(0, 1, 0, 0, 0, 1, 1, 1)",01000111,12,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
41,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,True,4,True,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,4,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
42,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,True,4,False,"(0, 1, 1, 0, 0, 0, 1, 0)",01100010,-3,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,4,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
43,"(0, 1, 1, 0, 0, 1, 0, 0)",01100100,-3,True,3,True,"(0, 1, 1, 0, 0, 1, 0, 0)",01100100,-3,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,4,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
44,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,True,4,True,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,4,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
45,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,True,4,False,"(0, 1, 0, 0, 0, 1, 1, 0)",01000110,-3,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,4,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
46,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,True,4,False,"(0, 1, 0, 0, 0, 1, 1, 0)",01000110,-3,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,4,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
47,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,True,4,False,"(0, 0, 1, 0, 0, 1, 1, 0)",00100110,-3,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,4,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
48,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,True,4,False,"(0, 0, 1, 0, 0, 1, 1, 0)",00100110,-3,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,4,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
49,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,True,4,False,"(0, 1, 1, 0, 0, 1, 1, 1)",01100111,11,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,4,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
50,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,True,4,False,"(0, 1, 1, 0, 1, 1, 1, 0)",01101110,19,"(0, 1, 1, 0, 0, 1, 1, 0)",01100110,-4,4,True,classical_random,2028,random,"(1, 0, 0, 1, 0, 1, 0, 1)",10010101,graph_8,2
0,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,-2,True,2,True,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,-2,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,-2,2,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
1,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,-2,True,2,False,"(0, 0, 0, 0, 0, 0, 0, 1)",00000001,-1,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,-2,2,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
2,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,True,3,True,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
3,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,True,3,False,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,-2,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
4,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,True,3,False,"(0, 1, 0, 1, 1, 0, 0, 1)",01011001,4,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
5,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,True,3,False,"(0, 1, 0, 0, 1, 0, 1, 1)",01001011,12,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
6,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,True,3,False,"(0, 1, 0, 1, 1, 0, 0, 1)",01011001,4,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
7,"(0, 1, 0, 0, 1, 0, 0, 0)",01001000,-2,True,2,True,"(0, 1, 0, 0, 1, 0, 0, 0)",01001000,-2,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
8,"(0, 1, 0, 0, 1, 0, 0, 0)",01001000,-2,True,2,False,"(0, 1, 1, 0, 1, 0, 0, 0)",01101000,5,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
9,"(0, 1, 0, 0, 1, 0, 0, 0)",01001000,-2,True,2,False,"(0, 1, 0, 0, 0, 0, 0, 0)",01000000,-1,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
10,"(0, 1, 0, 0, 1, 0, 0, 0)",01001000,-2,True,2,False,"(0, 0, 0, 0, 1, 0, 0, 0)",00001000,-1,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
11,"(0, 1, 0, 0, 1, 0, 0, 0)",01001000,-2,True,2,False,"(0, 1, 0, 0, 1, 1, 0, 0)",01001100,5,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
12,"(0, 1, 0, 0, 1, 0, 0, 0)",01001000,-2,True,2,False,"(0, 1, 0, 0, 1, 1, 0, 0)",01001100,5,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
13,"(0, 1, 0, 0, 1, 0, 0, 0)",01001000,-2,True,2,False,"(0, 0, 0, 0, 1, 0, 0, 0)",00001000,-1,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
14,"(0, 0, 0, 0, 1, 0, 0, 0)",00001000,-1,True,1,True,"(0, 0, 0, 0, 1, 0, 0, 0)",00001000,-1,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
15,"(0, 0, 0, 1, 1, 0, 0, 0)",00011000,-2,True,2,True,"(0, 0, 0, 1, 1, 0, 0, 0)",00011000,-2,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
16,"(0, 0, 0, 1, 1, 0, 0, 0)",00011000,-2,True,2,False,"(0, 0, 0, 1, 1, 0, 1, 0)",00011010,5,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
17,"(0, 0, 0, 1, 1, 0, 0, 0)",00011000,-2,True,2,False,"(0, 0, 0, 1, 0, 0, 0, 0)",00010000,-1,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
18,"(0, 0, 0, 1, 1, 0, 0, 1)",00011001,-3,True,3,True,"(0, 0, 0, 1, 1, 0, 0, 1)",00011001,-3,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
19,"(0, 0, 0, 1, 1, 0, 0, 1)",00011001,-3,True,3,False,"(0, 0, 0, 1, 1, 0, 0, 0)",00011000,-2,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
20,"(0, 0, 0, 1, 1, 0, 0, 1)",00011001,-3,True,3,False,"(0, 0, 0, 1, 0, 0, 0, 1)",00010001,-2,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
21,"(0, 0, 0, 1, 1, 0, 0, 1)",00011001,-3,True,3,False,"(0, 0, 1, 1, 1, 0, 0, 1)",00111001,12,"(0, 1, 0, 0, 1, 0, 0, 1)",01001001,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0, 0, 0, 1)",01000001,graph_8,3
